downloaded,receipt,heading,detail
Wed Jul 17 19:07:26 2019,MSC1891503421,Card Was Delivered To Me By The Post Office,"On November 14, 2018, the Post Office delivered your new card for Receipt Number MSC1891503421, to the address that you gave us.  The tracking number assigned is 9205590153708419317308.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:27 2019,MSC1891503422,Case Was Approved,"On November 7, 2018, we approved your Form I-131, Application for Travel Document, Receipt Number MSC1891503422. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:28 2019,MSC1891503423,Interview Cancelled,"On January 2, 2019, we cancelled the interview scheduled for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891503423. We will notify you by mail if the appointment is rescheduled, a decision is made, or if the office needs something from you. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:29 2019,MSC1891503424,Card Was Delivered To Me By The Post Office,"On November 14, 2018, the Post Office delivered your new card for Receipt Number MSC1891503424, to the address that you gave us.  The tracking number assigned is 9205590153708419316844.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:30 2019,MSC1891503425,Case Was Approved,"On November 7, 2018, we approved your Form I-131, Application for Travel Document, Receipt Number MSC1891503425. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:31 2019,MSC1891503426,Card Was Delivered To Me By The Post Office,"On June 17, 2019, the Post Office delivered your new card for Receipt Number MSC1891503426, to the address that you gave us.  The tracking number assigned is 9205590153708652996872.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:32 2019,MSC1891503427,Case Was Approved,"On June 12, 2019, we approved your Form I-130, Petition for Alien Relative, Receipt Number MSC1891503427. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:33 2019,MSC1891503428,Case Was Received,"On July 30, 2018, we received your Form I-131, Application for Travel Document, Receipt Number MSC1891503428, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by August 29, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:34 2019,MSC1891503429,Card Was Picked Up By The United States Postal Service,"On December 28, 2018, the Post Office picked up mail containing your new card for Receipt Number MSC1891503429. We mailed your card to the address you gave us. The tracking number assigned is 9205590153708644271949. You can use your tracking number at www.USPS.com in the Quick Tools Tracking section. If you did not receive the card, please go to www.uscis.gov/e-request to request that we resend the card to you. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:35 2019,MSC1891503430,Case is Ready to Be Scheduled for An Interview,"As of September 11, 2018, we are ready to schedule your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891503430, for an interview.  We will schedule your interview and send you a notice.  Please follow any instructions in the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
Wed Jul 17 19:07:36 2019,MSC1891503431,Case Was Received,"On July 30, 2018, we received your Form I-130, Petition for Alien Relative, Receipt Number MSC1891503431, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by August 29, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:36 2019,MSC1891503432,Card Was Delivered To Me By The Post Office,"On December 15, 2018, the Post Office delivered your new card for Receipt Number MSC1891503432, to the address that you gave us.  The tracking number assigned is 9205590153708420610054.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:37 2019,MSC1891503433,Card Was Delivered To Me By The Post Office,"On May 22, 2019, the Post Office delivered your new card for Receipt Number MSC1891503433, to the address that you gave us.  The tracking number assigned is 9205590153708651620143.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:38 2019,MSC1891503434,Case Was Received,"On July 30, 2018, we received your Form I-130, Petition for Alien Relative, Receipt Number MSC1891503434, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by August 29, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:39 2019,MSC1891503435,Case Was Received,"On July 30, 2018, we received your Form I-131, Application for Travel Document, Receipt Number MSC1891503435, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by August 29, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:40 2019,MSC1891503436,Card Was Delivered To Me By The Post Office,"On January 10, 2019, the Post Office delivered your new card for Receipt Number MSC1891503436, to the address that you gave us.  The tracking number assigned is 9205590153708644559092.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:41 2019,MSC1891503437,Card Was Delivered To Me By The Post Office,"On July 10, 2019, the Post Office delivered your new card for Receipt Number MSC1891503437, to the address that you gave us.  The tracking number assigned is 9205590153708654038983.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:42 2019,MSC1891503438,Interview Was Completed And My Case Must Be Reviewed,"Your interview for your Form I-130, Petition for Alien Relative, Receipt Number MSC1891503438, was completed, and your case must be reviewed. We will mail you a notice if we make a decision or take further action. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Wed Jul 17 19:07:43 2019,MSC1891503439,Advance Parole Document Was Produced,"On March 27, 2019, we produced your Advance Parole Document for your Form I-131, Application for Travel Document, Receipt Number MSC1891503439. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
